timestamp,method,path,status_code,latency_ms
2026-05-12 10:22:54,OPTIONS,/user/history/prescription/1510d159-c3cc-4868-ac93-484a63151bc5,200,0.6
2026-05-12 10:22:56,GET,/user/history/prescription/1510d159-c3cc-4868-ac93-484a63151bc5,200,2625.5
2026-05-12 10:23:04,OPTIONS,/user-profile/details,200,0.7
2026-05-12 10:23:05,GET,/user-profile/details,200,1786.6
2026-05-12 10:23:16,OPTIONS,/translate,200,0.3
2026-05-12 10:23:16,POST,/translate,200,626.2
2026-05-12 10:23:16,POST,/translate,200,810.7
2026-05-12 10:23:28,POST,/translate,200,827.9
2026-05-12 10:23:29,POST,/translate,200,1166.0
2026-05-12 10:23:33,POST,/translate,200,783.4
2026-05-12 10:23:33,POST,/translate,200,756.6
2026-05-12 10:23:37,POST,/translate,200,793.7
2026-05-12 10:23:38,POST,/translate,200,665.2
2026-05-12 10:23:38,GET,/chat/history,200,1209.8
2026-05-12 10:23:44,POST,/translate,200,1633.0
2026-05-12 10:23:45,POST,/translate,200,1675.7
2026-05-12 10:23:45,GET,/user/history,200,2388.0
2026-05-12 10:23:50,POST,/translate,200,990.9
2026-05-12 10:23:50,GET,/user-profile/details,200,1152.5
2026-05-22 22:03:46,GET,/,200,0.4
2026-05-22 22:03:46,POST,/translate,200,361.7
2026-05-22 22:03:47,POST,/translate,200,341.0
2026-05-22 22:03:47,POST,/translate,200,336.1
2026-05-22 22:04:17,POST,/translate,200,378.4
2026-05-22 22:04:18,POST,/translate,200,400.7
2026-05-22 22:04:19,POST,/translate,200,436.3
2026-05-22 22:04:38,GET,/,200,0.3
2026-05-22 22:04:39,POST,/translate,200,458.3
2026-05-22 22:04:40,POST,/translate,200,494.3
2026-05-22 22:04:41,POST,/translate,200,483.4
2026-05-22 22:04:42,POST,/translate,200,441.1
2026-05-22 22:04:43,POST,/translate,200,519.0
2026-05-22 22:04:43,POST,/translate,200,0.5
2026-05-22 22:04:44,POST,/translate,422,1.8
2026-05-22 22:05:13,GET,/,200,0.6
2026-05-22 22:05:16,POST,/translate,200,916.4
2026-05-22 22:05:17,POST,/translate,200,825.9
2026-05-22 22:05:19,POST,/translate,200,2077.7
2026-05-22 22:09:16,GET,/,200,0.5
2026-05-22 22:09:16,GET,/chat/stream,422,4.8
2026-05-22 22:09:16,GET,/chat/history,401,1.9
2026-05-22 22:09:17,GET,/user-profile/details,401,0.9
2026-05-22 22:09:17,POST,/translate,200,2.5
2026-05-22 22:09:18,POST,/translate,422,0.6
2026-05-22 22:09:18,GET,/openapi.json,200,12.5
2026-05-22 22:10:11,POST,/drug-interactions/check,200,4614.1
2026-05-22 22:10:11,POST,/drug-interactions/check,400,2.1
2026-05-22 22:10:12,POST,/drug-interactions/check,400,1.1
